States,District,Transaction_Year,Quarters,registeredUsers
madhya-pradesh,rewa,2020,3,343897
madhya-pradesh,chhindwara,2020,3,336306
madhya-pradesh,satna,2020,3,311884
madhya-pradesh,indore,2020,4,1645564
madhya-pradesh,bhopal,2020,4,1249343
madhya-pradesh,gwalior,2020,4,652985
madhya-pradesh,jabalpur,2020,4,604034
madhya-pradesh,ujjain,2020,4,475637
madhya-pradesh,sagar,2020,4,402006
madhya-pradesh,dhar,2020,4,382523
madhya-pradesh,rewa,2020,4,374099
madhya-pradesh,chhindwara,2020,4,370027
madhya-pradesh,satna,2020,4,340632
madhya-pradesh,indore,2021,1,1769869
madhya-pradesh,bhopal,2021,1,1340741
madhya-pradesh,gwalior,2021,1,703232
madhya-pradesh,jabalpur,2021,1,650087
madhya-pradesh,ujjain,2021,1,513868
madhya-pradesh,sagar,2021,1,432938
madhya-pradesh,dhar,2021,1,415117
madhya-pradesh,rewa,2021,1,403013
madhya-pradesh,chhindwara,2021,1,399276
madhya-pradesh,satna,2021,1,368299
madhya-pradesh,indore,2021,2,1892259
madhya-pradesh,bhopal,2021,2,1431127
madhya-pradesh,gwalior,2021,2,753172
madhya-pradesh,jabalpur,2021,2,695130
madhya-pradesh,ujjain,2021,2,552204
madhya-pradesh,sagar,2021,2,464791
madhya-pradesh,dhar,2021,2,447074
madhya-pradesh,rewa,2021,2,432682
madhya-pradesh,chhindwara,2021,2,428800
madhya-pradesh,satna,2021,2,395440
madhya-pradesh,indore,2021,3,2028266
madhya-pradesh,bhopal,2021,3,1531544
madhya-pradesh,gwalior,2021,3,809887
madhya-pradesh,jabalpur,2021,3,745631
madhya-pradesh,ujjain,2021,3,596195
madhya-pradesh,sagar,2021,3,501819
madhya-pradesh,dhar,2021,3,483901
madhya-pradesh,rewa,2021,3,466895
madhya-pradesh,chhindwara,2021,3,462834
madhya-pradesh,satna,2021,3,426929
madhya-pradesh,indore,2021,4,2164101
madhya-pradesh,bhopal,2021,4,1633266
madhya-pradesh,gwalior,2021,4,866561
madhya-pradesh,jabalpur,2021,4,796148
madhya-pradesh,ujjain,2021,4,639197
madhya-pradesh,sagar,2021,4,538447
madhya-pradesh,dhar,2021,4,519970
madhya-pradesh,rewa,2021,4,500513
madhya-pradesh,chhindwara,2021,4,495990
madhya-pradesh,satna,2021,4,457858
madhya-pradesh,indore,2022,1,2291709
madhya-pradesh,bhopal,2022,1,1729248
madhya-pradesh,gwalior,2022,1,919789
madhya-pradesh,jabalpur,2022,1,844191
madhya-pradesh,ujjain,2022,1,680599
madhya-pradesh,sagar,2022,1,573791
madhya-pradesh,dhar,2022,1,554545
madhya-pradesh,rewa,2022,1,533627
madhya-pradesh,chhindwara,2022,1,528140
madhya-pradesh,satna,2022,1,488378
madhya-pradesh,indore,2022,2,2412576
madhya-pradesh,bhopal,2022,2,1820625
madhya-pradesh,gwalior,2022,2,970340
madhya-pradesh,jabalpur,2022,2,889518
madhya-pradesh,ujjain,2022,2,719339
madhya-pradesh,sagar,2022,2,605733
madhya-pradesh,dhar,2022,2,586670
madhya-pradesh,rewa,2022,2,564327
madhya-pradesh,chhindwara,2022,2,557958
madhya-pradesh,satna,2022,2,516107
madhya-pradesh,indore,2022,3,2537328
madhya-pradesh,bhopal,2022,3,1915532
madhya-pradesh,gwalior,2022,3,1022539
madhya-pradesh,jabalpur,2022,3,935649
madhya-pradesh,ujjain,2022,3,758373
madhya-pradesh,sagar,2022,3,638100
madhya-pradesh,dhar,2022,3,618777
madhya-pradesh,rewa,2022,3,594588
madhya-pradesh,chhindwara,2022,3,587412
madhya-pradesh,satna,2022,3,544011
madhya-pradesh,indore,2022,4,2660518
madhya-pradesh,bhopal,2022,4,2009655
madhya-pradesh,gwalior,2022,4,1073648
madhya-pradesh,jabalpur,2022,4,980428
madhya-pradesh,ujjain,2022,4,794711
madhya-pradesh,sagar,2022,4,667526
madhya-pradesh,dhar,2022,4,648535
madhya-pradesh,rewa,2022,4,622122
madhya-pradesh,chhindwara,2022,4,613456
madhya-pradesh,satna,2022,4,569320
maharashtra,pune,2018,1,1211643
maharashtra,mumbai suburban,2018,1,719300
maharashtra,thane,2018,1,631864
maharashtra,nashik,2018,1,321402
maharashtra,nagpur,2018,1,280007
maharashtra,aurangabad,2018,1,266324
maharashtra,mumbai,2018,1,233538
maharashtra,ahmednagar,2018,1,197473
maharashtra,solapur,2018,1,190033
maharashtra,raigad,2018,1,173015
maharashtra,pune,2018,2,1592293
maharashtra,mumbai suburban,2018,2,957633
maharashtra,thane,2018,2,861292
maharashtra,nashik,2018,2,436668
maharashtra,nagpur,2018,2,380425
maharashtra,aurangabad,2018,2,347838
maharashtra,mumbai,2018,2,319588
maharashtra,ahmednagar,2018,2,268520
maharashtra,solapur,2018,2,259084
maharashtra,palghar,2018,2,239053
maharashtra,pune,2018,3,1974138
maharashtra,mumbai suburban,2018,3,1218632
maharashtra,thane,2018,3,1104206
maharashtra,nashik,2018,3,552556
maharashtra,nagpur,2018,3,487280
maharashtra,aurangabad,2018,3,428394
maharashtra,mumbai,2018,3,410878
maharashtra,ahmednagar,2018,3,344804
maharashtra,solapur,2018,3,331428
maharashtra,palghar,2018,3,312322
maharashtra,pune,2018,4,2498852
maharashtra,mumbai suburban,2018,4,1578487
maharashtra,thane,2018,4,1473811
maharashtra,nashik,2018,4,698343
maharashtra,nagpur,2018,4,627317
maharashtra,mumbai,2018,4,543353
maharashtra,aurangabad,2018,4,534477
maharashtra,ahmednagar,2018,4,439246
maharashtra,solapur,2018,4,419060
maharashtra,palghar,2018,4,414825
maharashtra,pune,2019,1,3038402
maharashtra,mumbai suburban,2019,1,1901210
maharashtra,thane,2019,1,1834051
maharashtra,nashik,2019,1,853648
maharashtra,nagpur,2019,1,765612
maharashtra,mumbai,2019,1,670094
maharashtra,aurangabad,2019,1,644687
maharashtra,ahmednagar,2019,1,532651
maharashtra,palghar,2019,1,521918
maharashtra,raigad,2019,1,509108
maharashtra,pune,2019,2,3514081
maharashtra,mumbai suburban,2019,2,2151657
maharashtra,thane,2019,2,2118406
maharashtra,nashik,2019,2,995687
maharashtra,nagpur,2019,2,887042
maharashtra,mumbai,2019,2,785480
maharashtra,aurangabad,2019,2,736863
maharashtra,ahmednagar,2019,2,614812
maharashtra,palghar,2019,2,608184
maharashtra,raigad,2019,2,594675
maharashtra,pune,2019,3,4004991
maharashtra,mumbai suburban,2019,3,2407754
maharashtra,thane,2019,3,2396815
maharashtra,nashik,2019,3,1155897
maharashtra,nagpur,2019,3,1015333
maharashtra,mumbai,2019,3,889541
maharashtra,aurangabad,2019,3,841802
maharashtra,ahmednagar,2019,3,705492
maharashtra,palghar,2019,3,691229
maharashtra,raigad,2019,3,679155
maharashtra,pune,2019,4,4416899
maharashtra,thane,2019,4,2638051
maharashtra,mumbai suburban,2019,4,2630360
maharashtra,nashik,2019,4,1304611
maharashtra,nagpur,2019,4,1134480
maharashtra,mumbai,2019,4,973018
maharashtra,aurangabad,2019,4,947081
maharashtra,ahmednagar,2019,4,805271
maharashtra,palghar,2019,4,767925
maharashtra,raigad,2019,4,754910
maharashtra,pune,2020,1,4802397
maharashtra,thane,2020,1,2878073
maharashtra,mumbai suburban,2020,1,2843378
maharashtra,nashik,2020,1,1448324
maharashtra,nagpur,2020,1,1251510
maharashtra,mumbai,2020,1,1054509
maharashtra,aurangabad,2020,1,1046306
maharashtra,ahmednagar,2020,1,905962
maharashtra,palghar,2020,1,848560
maharashtra,raigad,2020,1,830643
maharashtra,pune,2020,2,5144688
maharashtra,thane,2020,2,3135101
maharashtra,mumbai suburban,2020,2,3060916
maharashtra,nashik,2020,2,1602650
maharashtra,nagpur,2020,2,1377642
maharashtra,aurangabad,2020,2,1142730
maharashtra,mumbai,2020,2,1141566
maharashtra,ahmednagar,2020,2,1014520
maharashtra,palghar,2020,2,947121
maharashtra,solapur,2020,2,918756
maharashtra,pune,2020,3,5546002
maharashtra,thane,2020,3,3401853
maharashtra,mumbai suburban,2020,3,3304696
maharashtra,nashik,2020,3,1752191
maharashtra,nagpur,2020,3,1502777
maharashtra,aurangabad,2020,3,1244879
maharashtra,mumbai,2020,3,1234355
maharashtra,ahmednagar,2020,3,1123648
maharashtra,palghar,2020,3,1034468
maharashtra,solapur,2020,3,1012518
maharashtra,pune,2020,4,6033615
maharashtra,thane,2020,4,3727358
maharashtra,mumbai suburban,2020,4,3609970
maharashtra,nashik,2020,4,1907318
maharashtra,nagpur,2020,4,1637270
maharashtra,aurangabad,2020,4,1355656
maharashtra,mumbai,2020,4,1347356
maharashtra,ahmednagar,2020,4,1237321
maharashtra,palghar,2020,4,1136061
maharashtra,solapur,2020,4,1113260
maharashtra,pune,2021,1,6481971
maharashtra,thane,2021,1,4014464
maharashtra,mumbai suburban,2021,1,3886500
maharashtra,nashik,2021,1,2049293
maharashtra,nagpur,2021,1,1761562
maharashtra,aurangabad,2021,1,1456891
maharashtra,mumbai,2021,1,1450548
maharashtra,ahmednagar,2021,1,1333477
maharashtra,palghar,2021,1,1225423
maharashtra,solapur,2021,1,1199130
maharashtra,pune,2021,2,6915820
maharashtra,thane,2021,2,4290066
maharashtra,mumbai suburban,2021,2,4151227
maharashtra,nashik,2021,2,2191882
maharashtra,nagpur,2021,2,1883447
maharashtra,aurangabad,2021,2,1557693
maharashtra,mumbai,2021,2,1549784
maharashtra,ahmednagar,2021,2,1429562
maharashtra,palghar,2021,2,1312388
maharashtra,solapur,2021,2,1283601
maharashtra,pune,2021,3,7398336
maharashtra,thane,2021,3,4597394
maharashtra,mumbai suburban,2021,3,4444495
maharashtra,nashik,2021,3,2352259
maharashtra,nagpur,2021,3,2020264
maharashtra,aurangabad,2021,3,1671665
maharashtra,mumbai,2021,3,1659663
maharashtra,ahmednagar,2021,3,1539300
maharashtra,palghar,2021,3,1410321
maharashtra,solapur,2021,3,1380100
maharashtra,pune,2021,4,7880431
maharashtra,thane,2021,4,4906492
maharashtra,mumbai suburban,2021,4,4740546
maharashtra,nashik,2021,4,2510393
maharashtra,nagpur,2021,4,2157149
maharashtra,aurangabad,2021,4,1786190
maharashtra,mumbai,2021,4,1770325
maharashtra,ahmednagar,2021,4,1646991
maharashtra,palghar,2021,4,1508500
maharashtra,solapur,2021,4,1475291
maharashtra,pune,2022,1,8331582
maharashtra,thane,2022,1,5196050
maharashtra,mumbai suburban,2022,1,5017556
maharashtra,nashik,2022,1,2661739
maharashtra,nagpur,2022,1,2286011
maharashtra,aurangabad,2022,1,1894797
maharashtra,mumbai,2022,1,1873643
maharashtra,ahmednagar,2022,1,1749682
maharashtra,palghar,2022,1,1601518
maharashtra,solapur,2022,1,1565902
maharashtra,pune,2022,2,8757249
maharashtra,thane,2022,2,5471749
maharashtra,mumbai suburban,2022,2,5281053
maharashtra,nashik,2022,2,2803471
maharashtra,nagpur,2022,2,2407812
maharashtra,aurangabad,2022,2,1996927
maharashtra,mumbai,2022,2,1972178
maharashtra,ahmednagar,2022,2,1844168
maharashtra,palghar,2022,2,1689875
maharashtra,solapur,2022,2,1649511
maharashtra,pune,2022,3,9194074
maharashtra,thane,2022,3,5757165
maharashtra,mumbai suburban,2022,3,5555095
maharashtra,nashik,2022,3,2948824
maharashtra,nagpur,2022,3,2532986
maharashtra,aurangabad,2022,3,2101234
maharashtra,mumbai,2022,3,2074701
maharashtra,ahmednagar,2022,3,1940071
maharashtra,palghar,2022,3,1781265
maharashtra,solapur,2022,3,1733556
maharashtra,pune,2022,4,9622338
maharashtra,thane,2022,4,6042267
maharashtra,mumbai suburban,2022,4,5831539
maharashtra,nashik,2022,4,3086721
maharashtra,nagpur,2022,4,2655029
maharashtra,aurangabad,2022,4,2201353
maharashtra,mumbai,2022,4,2178155
maharashtra,ahmednagar,2022,4,2027819
maharashtra,palghar,2022,4,1870957
maharashtra,solapur,2022,4,1811044
manipur,imphal west,2018,1,11304
manipur,imphal east,2018,1,6759
manipur,thoubal,2018,1,2764
manipur,bishnupur,2018,1,2371
manipur,churachandpur,2018,1,1524
manipur,kangpokpi,2018,1,1439
manipur,kakching,2018,1,915
manipur,ukhrul,2018,1,602
manipur,tamenglong,2018,1,550
manipur,jiribam,2018,1,460
manipur,imphal west,2018,2,16541
manipur,imphal east,2018,2,10390
manipur,thoubal,2018,2,4771
manipur,bishnupur,2018,2,3751
manipur,churachandpur,2018,2,2362
manipur,kangpokpi,2018,2,2183
manipur,kakching,2018,2,1571
manipur,ukhrul,2018,2,905
manipur,tamenglong,2018,2,824
manipur,jiribam,2018,2,732
manipur,imphal west,2018,3,21696
manipur,imphal east,2018,3,13541
manipur,thoubal,2018,3,6112
manipur,bishnupur,2018,3,5106
manipur,churachandpur,2018,3,3420
manipur,kangpokpi,2018,3,3073
manipur,kakching,2018,3,2326
manipur,ukhrul,2018,3,1346
manipur,tamenglong,2018,3,1268
manipur,jiribam,2018,3,1086
manipur,imphal west,2018,4,28383
manipur,imphal east,2018,4,17777
manipur,thoubal,2018,4,8027
manipur,bishnupur,2018,4,7049
manipur,churachandpur,2018,4,4951
manipur,kangpokpi,2018,4,4249
manipur,kakching,2018,4,3153
manipur,ukhrul,2018,4,1842
manipur,tamenglong,2018,4,1712
manipur,jiribam,2018,4,1393
manipur,imphal west,2019,1,33668
manipur,imphal east,2019,1,21136
manipur,thoubal,2019,1,9529
manipur,bishnupur,2019,1,8537
manipur,churachandpur,2019,1,6138
manipur,kangpokpi,2019,1,5212
manipur,kakching,2019,1,3850
manipur,ukhrul,2019,1,2368
manipur,tamenglong,2019,1,2148
manipur,jiribam,2019,1,1759
manipur,imphal west,2019,2,39303
manipur,imphal east,2019,2,24652
manipur,thoubal,2019,2,10915
manipur,bishnupur,2019,2,10014
manipur,churachandpur,2019,2,7662
manipur,kangpokpi,2019,2,6407
manipur,kakching,2019,2,4599
manipur,ukhrul,2019,2,2981
manipur,tamenglong,2019,2,2628
manipur,chandel,2019,2,2175
manipur,imphal west,2019,3,45268
manipur,imphal east,2019,3,28331
manipur,thoubal,2019,3,12427
manipur,bishnupur,2019,3,11647
manipur,churachandpur,2019,3,9071
manipur,kangpokpi,2019,3,7621
manipur,kakching,2019,3,5355
manipur,ukhrul,2019,3,3488
manipur,tamenglong,2019,3,3085
manipur,chandel,2019,3,2581
manipur,imphal west,2019,4,51063
manipur,imphal east,2019,4,31935
manipur,thoubal,2019,4,14194
manipur,bishnupur,2019,4,13387
manipur,churachandpur,2019,4,10431
manipur,kangpokpi,2019,4,8850
manipur,kakching,2019,4,6126
manipur,ukhrul,2019,4,4091
manipur,tamenglong,2019,4,3651
manipur,chandel,2019,4,3029
manipur,imphal west,2020,1,57485
manipur,imphal east,2020,1,36105
manipur,thoubal,2020,1,16244
manipur,bishnupur,2020,1,15333
manipur,churachandpur,2020,1,12420
manipur,kangpokpi,2020,1,10241
manipur,kakching,2020,1,7075
manipur,ukhrul,2020,1,4892
manipur,tamenglong,2020,1,4169
manipur,chandel,2020,1,3471
manipur,imphal west,2020,2,67897
manipur,imphal east,2020,2,43144
manipur,thoubal,2020,2,20186
manipur,bishnupur,2020,2,19027
manipur,churachandpur,2020,2,15469
manipur,kangpokpi,2020,2,12965
manipur,kakching,2020,2,9028
manipur,ukhrul,2020,2,6223
manipur,tamenglong,2020,2,5158
manipur,chandel,2020,2,4278
manipur,imphal west,2020,3,79723
manipur,imphal east,2020,3,51383
manipur,thoubal,2020,3,24183
manipur,bishnupur,2020,3,22965
manipur,churachandpur,2020,3,19501
manipur,kangpokpi,2020,3,15966
manipur,kakching,2020,3,10752
manipur,ukhrul,2020,3,7657
manipur,tamenglong,2020,3,6475
manipur,chandel,2020,3,5252
manipur,imphal west,2020,4,88777
manipur,imphal east,2020,4,57282
manipur,thoubal,2020,4,26858
manipur,bishnupur,2020,4,25629
manipur,churachandpur,2020,4,21960
manipur,kangpokpi,2020,4,17814
manipur,kakching,2020,4,11913
manipur,ukhrul,2020,4,8651
manipur,tamenglong,2020,4,7322
manipur,chandel,2020,4,5987
manipur,imphal west,2021,1,96101
manipur,imphal east,2021,1,62004
manipur,thoubal,2021,1,29072
manipur,bishnupur,2021,1,27615
manipur,churachandpur,2021,1,23827
manipur,kangpokpi,2021,1,19239
manipur,kakching,2021,1,12888
manipur,ukhrul,2021,1,9372
manipur,tamenglong,2021,1,7960
manipur,chandel,2021,1,6467
manipur,imphal west,2021,2,102833
manipur,imphal east,2021,2,66388
manipur,thoubal,2021,2,31139
manipur,bishnupur,2021,2,29671
manipur,churachandpur,2021,2,25573
manipur,kangpokpi,2021,2,20703
manipur,kakching,2021,2,13816
manipur,ukhrul,2021,2,10142
manipur,tamenglong,2021,2,8580
manipur,chandel,2021,2,6980
manipur,imphal west,2021,3,110506
manipur,imphal east,2021,3,71436
manipur,thoubal,2021,3,33478
manipur,bishnupur,2021,3,31996
manipur,churachandpur,2021,3,27600
manipur,kangpokpi,2021,3,22416
manipur,kakching,2021,3,14924
manipur,ukhrul,2021,3,11045
manipur,tamenglong,2021,3,9326
manipur,chandel,2021,3,7597
manipur,imphal west,2021,4,118056
manipur,imphal east,2021,4,76421
manipur,thoubal,2021,4,35832
manipur,bishnupur,2021,4,34316
manipur,churachandpur,2021,4,29651
manipur,kangpokpi,2021,4,24082
manipur,kakching,2021,4,15985
manipur,ukhrul,2021,4,11949
manipur,tamenglong,2021,4,10063
manipur,chandel,2021,4,8184
manipur,imphal west,2022,1,125131
manipur,imphal east,2022,1,81134
manipur,thoubal,2022,1,38088
manipur,bishnupur,2022,1,36514
manipur,churachandpur,2022,1,31533
manipur,kangpokpi,2022,1,25589
manipur,kakching,2022,1,17014
manipur,ukhrul,2022,1,12728
manipur,tamenglong,2022,1,10719
manipur,chandel,2022,1,8724
manipur,imphal west,2022,2,131901
manipur,imphal east,2022,2,85559
manipur,thoubal,2022,2,40196
manipur,bishnupur,2022,2,38512
manipur,churachandpur,2022,2,33293
manipur,kangpokpi,2022,2,27002
manipur,kakching,2022,2,18011
manipur,ukhrul,2022,2,13435
manipur,tamenglong,2022,2,11310
manipur,chandel,2022,2,9201
manipur,imphal west,2022,3,138892
manipur,imphal east,2022,3,90100
manipur,thoubal,2022,3,42321
manipur,bishnupur,2022,3,40486
manipur,churachandpur,2022,3,35081
manipur,kangpokpi,2022,3,28377
manipur,kakching,2022,3,18979
manipur,ukhrul,2022,3,14002
manipur,tamenglong,2022,3,11830
manipur,chandel,2022,3,9647
manipur,imphal west,2022,4,145422
manipur,imphal east,2022,4,94344
manipur,thoubal,2022,4,44264
manipur,bishnupur,2022,4,42189
manipur,churachandpur,2022,4,36722
manipur,kangpokpi,2022,4,29563
manipur,kakching,2022,4,19797
manipur,ukhrul,2022,4,14415
manipur,tamenglong,2022,4,12297
manipur,chandel,2022,4,9973
meghalaya,east khasi hills,2018,1,9310
meghalaya,west garo hills,2018,1,3671
meghalaya,ribhoi,2018,1,1891
meghalaya,east jaintia hills,2018,1,1419
meghalaya,west jaintia hills,2018,1,736
meghalaya,south garo hills,2018,1,343
meghalaya,south west garo hills,2018,1,299
meghalaya,west khasi hills,2018,1,299
meghalaya,north garo hills,2018,1,254
meghalaya,east garo hills,2018,1,236
meghalaya,east khasi hills,2018,2,12907
meghalaya,west garo hills,2018,2,5289
meghalaya,ribhoi,2018,2,2869
meghalaya,east jaintia hills,2018,2,2051
meghalaya,west jaintia hills,2018,2,1023
meghalaya,south garo hills,2018,2,530
meghalaya,south west garo hills,2018,2,485
meghalaya,west khasi hills,2018,2,472
meghalaya,north garo hills,2018,2,445
meghalaya,east garo hills,2018,2,437
meghalaya,east khasi hills,2018,3,17543
meghalaya,west garo hills,2018,3,7529
meghalaya,ribhoi,2018,3,3889
meghalaya,east jaintia hills,2018,3,2886
meghalaya,west jaintia hills,2018,3,1465
meghalaya,south garo hills,2018,3,821
meghalaya,south west garo hills,2018,3,810
meghalaya,north garo hills,2018,3,737
meghalaya,west khasi hills,2018,3,730
meghalaya,east garo hills,2018,3,694
meghalaya,east khasi hills,2018,4,22845
meghalaya,west garo hills,2018,4,10445
meghalaya,ribhoi,2018,4,5207
meghalaya,east jaintia hills,2018,4,3735
meghalaya,west jaintia hills,2018,4,1861
meghalaya,south west garo hills,2018,4,1115
meghalaya,north garo hills,2018,4,1092
meghalaya,east garo hills,2018,4,1067
meghalaya,south garo hills,2018,4,1057
meghalaya,west khasi hills,2018,4,957
meghalaya,east khasi hills,2019,1,27937
meghalaya,west garo hills,2019,1,12932
meghalaya,ribhoi,2019,1,6543
meghalaya,east jaintia hills,2019,1,4643
meghalaya,west jaintia hills,2019,1,2276
meghalaya,north garo hills,2019,1,1482
meghalaya,south west garo hills,2019,1,1434
meghalaya,east garo hills,2019,1,1424
meghalaya,south garo hills,2019,1,1296
meghalaya,west khasi hills,2019,1,1191
meghalaya,east khasi hills,2019,2,33377
meghalaya,west garo hills,2019,2,15673
meghalaya,ribhoi,2019,2,7894
meghalaya,east jaintia hills,2019,2,5580
meghalaya,west jaintia hills,2019,2,2846
meghalaya,north garo hills,2019,2,1965
meghalaya,south west garo hills,2019,2,1902
meghalaya,east garo hills,2019,2,1855
meghalaya,south garo hills,2019,2,1640
meghalaya,west khasi hills,2019,2,1566
meghalaya,east khasi hills,2019,3,38761
meghalaya,west garo hills,2019,3,18509
meghalaya,ribhoi,2019,3,9007
meghalaya,east jaintia hills,2019,3,6371
meghalaya,west jaintia hills,2019,3,3346
meghalaya,north garo hills,2019,3,2403
meghalaya,east garo hills,2019,3,2313
meghalaya,south west garo hills,2019,3,2306
meghalaya,south garo hills,2019,3,2020
meghalaya,west khasi hills,2019,3,1838
meghalaya,east khasi hills,2019,4,43484
meghalaya,west garo hills,2019,4,21300
meghalaya,ribhoi,2019,4,10308
meghalaya,east jaintia hills,2019,4,7343
meghalaya,west jaintia hills,2019,4,3946
meghalaya,north garo hills,2019,4,2871
meghalaya,east garo hills,2019,4,2788
meghalaya,south west garo hills,2019,4,2757
meghalaya,south garo hills,2019,4,2434
meghalaya,west khasi hills,2019,4,2180
meghalaya,east khasi hills,2020,1,49251
meghalaya,west garo hills,2020,1,24124
meghalaya,ribhoi,2020,1,11689
meghalaya,east jaintia hills,2020,1,8368
meghalaya,west jaintia hills,2020,1,4530
meghalaya,north garo hills,2020,1,3311
meghalaya,east garo hills,2020,1,3251
meghalaya,south west garo hills,2020,1,3234
meghalaya,south garo hills,2020,1,2810
meghalaya,west khasi hills,2020,1,2522
meghalaya,east khasi hills,2020,2,57322
meghalaya,west garo hills,2020,2,29492
meghalaya,ribhoi,2020,2,13550
meghalaya,east jaintia hills,2020,2,9695
meghalaya,west jaintia hills,2020,2,5717
meghalaya,north garo hills,2020,2,4318
meghalaya,south west garo hills,2020,2,4266
meghalaya,east garo hills,2020,2,4132
meghalaya,south garo hills,2020,2,3590
meghalaya,west khasi hills,2020,2,3195
meghalaya,east khasi hills,2020,3,65268
meghalaya,west garo hills,2020,3,34201
meghalaya,ribhoi,2020,3,15427
meghalaya,east jaintia hills,2020,3,11084
meghalaya,west jaintia hills,2020,3,6997
meghalaya,north garo hills,2020,3,5242
meghalaya,south west garo hills,2020,3,5082
meghalaya,east garo hills,2020,3,5002
meghalaya,south garo hills,2020,3,4370
meghalaya,west khasi hills,2020,3,3899
meghalaya,east khasi hills,2020,4,72639
meghalaya,west garo hills,2020,4,37988
meghalaya,ribhoi,2020,4,17198
meghalaya,east jaintia hills,2020,4,12337
meghalaya,west jaintia hills,2020,4,7968
meghalaya,north garo hills,2020,4,5914
meghalaya,east garo hills,2020,4,5777
meghalaya,south west garo hills,2020,4,5772
meghalaya,south garo hills,2020,4,5006
meghalaya,west khasi hills,2020,4,4484
meghalaya,east khasi hills,2021,1,78429
meghalaya,west garo hills,2021,1,40993
meghalaya,ribhoi,2021,1,18641
meghalaya,east jaintia hills,2021,1,13460
meghalaya,west jaintia hills,2021,1,8665
meghalaya,north garo hills,2021,1,6392
meghalaya,south west garo hills,2021,1,6276
meghalaya,east garo hills,2021,1,6237
meghalaya,south garo hills,2021,1,5439
meghalaya,west khasi hills,2021,1,4858
meghalaya,east khasi hills,2021,2,84124
meghalaya,west garo hills,2021,2,44151
meghalaya,ribhoi,2021,2,20098
meghalaya,east jaintia hills,2021,2,14530
meghalaya,west jaintia hills,2021,2,9409
meghalaya,north garo hills,2021,2,6951
meghalaya,south west garo hills,2021,2,6835
meghalaya,east garo hills,2021,2,6754
meghalaya,south garo hills,2021,2,5922
meghalaya,west khasi hills,2021,2,5296
meghalaya,east khasi hills,2021,3,90505
meghalaya,west garo hills,2021,3,47869
meghalaya,ribhoi,2021,3,21875
meghalaya,east jaintia hills,2021,3,15847
meghalaya,west jaintia hills,2021,3,10337
meghalaya,north garo hills,2021,3,7584
meghalaya,south west garo hills,2021,3,7531
meghalaya,east garo hills,2021,3,7389
meghalaya,south garo hills,2021,3,6442
meghalaya,west khasi hills,2021,3,5884
meghalaya,east khasi hills,2021,4,96942
meghalaya,west garo hills,2021,4,51617
meghalaya,ribhoi,2021,4,23562
meghalaya,east jaintia hills,2021,4,17115
meghalaya,west jaintia hills,2021,4,11189
meghalaya,north garo hills,2021,4,8212
meghalaya,south west garo hills,2021,4,8197
meghalaya,east garo hills,2021,4,8015
meghalaya,south garo hills,2021,4,7005
meghalaya,west khasi hills,2021,4,6428
meghalaya,east khasi hills,2022,1,102838
meghalaya,west garo hills,2022,1,55028
meghalaya,ribhoi,2022,1,25112
meghalaya,east jaintia hills,2022,1,18301
meghalaya,west jaintia hills,2022,1,11952
meghalaya,north garo hills,2022,1,8795
meghalaya,south west garo hills,2022,1,8758
meghalaya,east garo hills,2022,1,8578
meghalaya,south garo hills,2022,1,7508
meghalaya,west khasi hills,2022,1,6839
meghalaya,east khasi hills,2022,2,108330
meghalaya,west garo hills,2022,2,58178
meghalaya,ribhoi,2022,2,26541
meghalaya,east jaintia hills,2022,2,19314
meghalaya,west jaintia hills,2022,2,12593
meghalaya,north garo hills,2022,2,9312
meghalaya,south west garo hills,2022,2,9266
meghalaya,east garo hills,2022,2,9052
meghalaya,south garo hills,2022,2,7922
meghalaya,west khasi hills,2022,2,7196
meghalaya,east khasi hills,2022,3,113816
meghalaya,west garo hills,2022,3,61273
meghalaya,ribhoi,2022,3,27844
meghalaya,east jaintia hills,2022,3,20320
meghalaya,west jaintia hills,2022,3,13176
meghalaya,north garo hills,2022,3,9773
meghalaya,south west garo hills,2022,3,9735
meghalaya,east garo hills,2022,3,9484
meghalaya,south garo hills,2022,3,8265
meghalaya,west khasi hills,2022,3,7493
meghalaya,east khasi hills,2022,4,118978
meghalaya,west garo hills,2022,4,63792
meghalaya,ribhoi,2022,4,29041
meghalaya,east jaintia hills,2022,4,21201
meghalaya,west jaintia hills,2022,4,13633
meghalaya,north garo hills,2022,4,10145
meghalaya,south west garo hills,2022,4,10062
meghalaya,east garo hills,2022,4,9846
meghalaya,south garo hills,2022,4,8553
meghalaya,west khasi hills,2022,4,7705
mizoram,aizawl,2018,1,4550
mizoram,lunglei,2018,1,879
mizoram,kolasib,2018,1,486
mizoram,lawngtlai,2018,1,474
mizoram,champhai,2018,1,358
mizoram,mamit,2018,1,316
mizoram,serchhip,2018,1,299
mizoram,saiha,2018,1,231
mizoram,aizawl,2018,2,6211
mizoram,lunglei,2018,2,1241
mizoram,kolasib,2018,2,692
mizoram,lawngtlai,2018,2,607
mizoram,champhai,2018,2,501
mizoram,serchhip,2018,2,440
mizoram,mamit,2018,2,435
mizoram,saiha,2018,2,295
mizoram,aizawl,2018,3,8460
mizoram,lunglei,2018,3,1751
mizoram,kolasib,2018,3,1012
mizoram,lawngtlai,2018,3,922
mizoram,champhai,2018,3,729
mizoram,serchhip,2018,3,633
mizoram,mamit,2018,3,599
mizoram,saiha,2018,3,396
mizoram,aizawl,2018,4,11131
