Name,States,Transaction_Year,Quarters,Transaction_Type,Transaction_Count,Transaction_Amount
Peer-to-peer payments,lakshadweep,2020,2,TOTAL,2176,14718605.188911092
Merchant payments,lakshadweep,2020,2,TOTAL,472,971609.4583537823
Financial Services,lakshadweep,2020,2,TOTAL,60,158593.59701229632
Others,lakshadweep,2020,2,TOTAL,15,32419.703092655054
Recharge & bill payments,lakshadweep,2020,3,TOTAL,4696,1186947.553816269
Peer-to-peer payments,lakshadweep,2020,3,TOTAL,2946,19189391.618742835
Merchant payments,lakshadweep,2020,3,TOTAL,903,842981.169451366
Financial Services,lakshadweep,2020,3,TOTAL,27,45457.50970027798
Others,lakshadweep,2020,3,TOTAL,17,42055.45694608544
Recharge & bill payments,lakshadweep,2020,4,TOTAL,5187,1499298.1127799235
Peer-to-peer payments,lakshadweep,2020,4,TOTAL,4741,27284123.245665
Merchant payments,lakshadweep,2020,4,TOTAL,1668,1227101.6378793938
Financial Services,lakshadweep,2020,4,TOTAL,22,13968.7539965527
Others,lakshadweep,2020,4,TOTAL,32,86826.16675951776
Peer-to-peer payments,lakshadweep,2021,1,TOTAL,3942,24823715.017422147
Recharge & bill payments,lakshadweep,2021,1,TOTAL,3541,1070209.4218526704
Merchant payments,lakshadweep,2021,1,TOTAL,1537,1040213.7953898906
Financial Services,lakshadweep,2021,1,TOTAL,19,15929.095105497145
Others,lakshadweep,2021,1,TOTAL,46,92715.5843109472
Recharge & bill payments,lakshadweep,2021,2,TOTAL,5499,1745295.828077295
Peer-to-peer payments,lakshadweep,2021,2,TOTAL,4069,23996417.49366483
Merchant payments,lakshadweep,2021,2,TOTAL,1743,1525331.9146529401
Financial Services,lakshadweep,2021,2,TOTAL,29,15052.018496008179
Others,lakshadweep,2021,2,TOTAL,44,101366.40306045809
Peer-to-peer payments,lakshadweep,2021,3,TOTAL,5687,34142107.520169854
Recharge & bill payments,lakshadweep,2021,3,TOTAL,5153,1700287.4734963956
Merchant payments,lakshadweep,2021,3,TOTAL,2450,2750367.063028222
Financial Services,lakshadweep,2021,3,TOTAL,48,137227.35390598275
Others,lakshadweep,2021,3,TOTAL,32,73174.28816768769
Peer-to-peer payments,lakshadweep,2021,4,TOTAL,7154,44696668.86120765
Recharge & bill payments,lakshadweep,2021,4,TOTAL,5355,2093901.2918026838
Merchant payments,lakshadweep,2021,4,TOTAL,2872,4071239.087436496
Financial Services,lakshadweep,2021,4,TOTAL,27,19994.541946360278
Others,lakshadweep,2021,4,TOTAL,62,116381.74598782149
Peer-to-peer payments,lakshadweep,2022,1,TOTAL,7913,48590864.56835763
Recharge & bill payments,lakshadweep,2022,1,TOTAL,5334,2322580.1695599537
Merchant payments,lakshadweep,2022,1,TOTAL,3048,3838358.3586293925
Financial Services,lakshadweep,2022,1,TOTAL,39,38274.22628876488
Others,lakshadweep,2022,1,TOTAL,63,149355.3310943247
Peer-to-peer payments,lakshadweep,2022,2,TOTAL,8491,48451728.04746901
Recharge & bill payments,lakshadweep,2022,2,TOTAL,5366,2386144.714677198
Merchant payments,lakshadweep,2022,2,TOTAL,3602,4895657.060086848
Financial Services,lakshadweep,2022,2,TOTAL,59,87127.8249489804
Others,lakshadweep,2022,2,TOTAL,51,108944.34272364664
Peer-to-peer payments,lakshadweep,2022,3,TOTAL,7533,40029003.82575238
Recharge & bill payments,lakshadweep,2022,3,TOTAL,4441,1936538.3067545425
Merchant payments,lakshadweep,2022,3,TOTAL,3142,5469200.646094429
Financial Services,lakshadweep,2022,3,TOTAL,64,63629.88416689246
Others,lakshadweep,2022,3,TOTAL,61,81636.9547320153
Peer-to-peer payments,lakshadweep,2022,4,TOTAL,8686,47450386.0033243
Recharge & bill payments,lakshadweep,2022,4,TOTAL,4557,2024739.1542023947
Merchant payments,lakshadweep,2022,4,TOTAL,3819,5250991.002376802
Financial Services,lakshadweep,2022,4,TOTAL,35,26453.0247779254
Others,lakshadweep,2022,4,TOTAL,50,61304.43025482374
Recharge & bill payments,madhya-pradesh,2018,1,TOTAL,4404190,667057311.4560372
Peer-to-peer payments,madhya-pradesh,2018,1,TOTAL,2848290,7590790588.551903
Financial Services,madhya-pradesh,2018,1,TOTAL,230519,43374288.98373023
Merchant payments,madhya-pradesh,2018,1,TOTAL,196394,170119673.71275404
Others,madhya-pradesh,2018,1,TOTAL,346002,210261540.7414958
Recharge & bill payments,madhya-pradesh,2018,2,TOTAL,5324535,1132090445.8903365
Peer-to-peer payments,madhya-pradesh,2018,2,TOTAL,4269392,14155603482.492638
Merchant payments,madhya-pradesh,2018,2,TOTAL,397135,339308203.1707404
Financial Services,madhya-pradesh,2018,2,TOTAL,305553,53860331.805742756
Others,madhya-pradesh,2018,2,TOTAL,264797,243218603.31985626
Peer-to-peer payments,madhya-pradesh,2018,3,TOTAL,9988509,22057686208.544342
Recharge & bill payments,madhya-pradesh,2018,3,TOTAL,5733261,1367773856.6756551
Merchant payments,madhya-pradesh,2018,3,TOTAL,784995,465390819.59013355
Financial Services,madhya-pradesh,2018,3,TOTAL,359440,46120458.63885434
Others,madhya-pradesh,2018,3,TOTAL,260780,212770861.22341695
Peer-to-peer payments,madhya-pradesh,2018,4,TOTAL,11456555,30897348664.90544
Recharge & bill payments,madhya-pradesh,2018,4,TOTAL,7273502,1669345516.941368
Merchant payments,madhya-pradesh,2018,4,TOTAL,2056426,1036249753.9278035
Financial Services,madhya-pradesh,2018,4,TOTAL,313540,43367243.154430926
Others,madhya-pradesh,2018,4,TOTAL,297532,259296894.03827757
Peer-to-peer payments,madhya-pradesh,2019,1,TOTAL,23708825,44114206183.09186
Recharge & bill payments,madhya-pradesh,2019,1,TOTAL,9966905,2423593841.716142
Merchant payments,madhya-pradesh,2019,1,TOTAL,3018928,1263699222.3501081
Financial Services,madhya-pradesh,2019,1,TOTAL,290838,28901169.292499043
Others,madhya-pradesh,2019,1,TOTAL,315553,239879105.5972368
Peer-to-peer payments,madhya-pradesh,2019,2,TOTAL,20868744,61758841793.87666
Recharge & bill payments,madhya-pradesh,2019,2,TOTAL,12044969,3571897178.303101
Merchant payments,madhya-pradesh,2019,2,TOTAL,7331352,2671155681.449155
Financial Services,madhya-pradesh,2019,2,TOTAL,149197,18869661.513485767
Others,madhya-pradesh,2019,2,TOTAL,451751,313802065.4154737
Peer-to-peer payments,madhya-pradesh,2019,3,TOTAL,22631038,67648107703.0357
Merchant payments,madhya-pradesh,2019,3,TOTAL,17163551,5147459307.101742
Recharge & bill payments,madhya-pradesh,2019,3,TOTAL,13156616,4576521609.460834
Financial Services,madhya-pradesh,2019,3,TOTAL,192821,25654168.60092132
Others,madhya-pradesh,2019,3,TOTAL,466385,278578703.0441117
Peer-to-peer payments,madhya-pradesh,2019,4,TOTAL,32083162,92064471161.9892
Merchant payments,madhya-pradesh,2019,4,TOTAL,19447707,7304157801.612935
Recharge & bill payments,madhya-pradesh,2019,4,TOTAL,16081734,5104821720.999016
Financial Services,madhya-pradesh,2019,4,TOTAL,127116,24020060.932133198
Others,madhya-pradesh,2019,4,TOTAL,392270,190456045.32494444
Peer-to-peer payments,madhya-pradesh,2020,1,TOTAL,34540722,110325991607.38477
Merchant payments,madhya-pradesh,2020,1,TOTAL,24618074,9898242848.25793
Recharge & bill payments,madhya-pradesh,2020,1,TOTAL,19788516,6311610609.846225
Financial Services,madhya-pradesh,2020,1,TOTAL,68055,30645714.401902914
Others,madhya-pradesh,2020,1,TOTAL,351379,170790656.30339786
Peer-to-peer payments,madhya-pradesh,2020,2,TOTAL,34860958,128184693854.7977
Recharge & bill payments,madhya-pradesh,2020,2,TOTAL,27497528,8904067957.01212
Merchant payments,madhya-pradesh,2020,2,TOTAL,13685723,10666223053.634727
Financial Services,madhya-pradesh,2020,2,TOTAL,80988,62073621.44351514
Others,madhya-pradesh,2020,2,TOTAL,215376,104956802.17437972
Peer-to-peer payments,madhya-pradesh,2020,3,TOTAL,50871564,174978985034.2865
Merchant payments,madhya-pradesh,2020,3,TOTAL,31879804,20621273981.65966
Recharge & bill payments,madhya-pradesh,2020,3,TOTAL,25380467,9834190567.205517
Financial Services,madhya-pradesh,2020,3,TOTAL,131725,122971108.07060198
Others,madhya-pradesh,2020,3,TOTAL,316321,144259293.31583393
Peer-to-peer payments,madhya-pradesh,2020,4,TOTAL,67972167,235584201864.22342
Merchant payments,madhya-pradesh,2020,4,TOTAL,57707471,37315576877.14569
Recharge & bill payments,madhya-pradesh,2020,4,TOTAL,27335834,10977774483.325565
Financial Services,madhya-pradesh,2020,4,TOTAL,149532,132590450.07074244
Others,madhya-pradesh,2020,4,TOTAL,487537,264996097.6059612
Merchant payments,madhya-pradesh,2021,1,TOTAL,84812245,50098244499.50662
Peer-to-peer payments,madhya-pradesh,2021,1,TOTAL,84070625,279938170703.8171
Recharge & bill payments,madhya-pradesh,2021,1,TOTAL,32500681,13060914041.039404
Financial Services,madhya-pradesh,2021,1,TOTAL,169378,161838389.7954778
Others,madhya-pradesh,2021,1,TOTAL,445569,274786748.1299523
Peer-to-peer payments,madhya-pradesh,2021,2,TOTAL,99367521,348935762191.10486
Merchant payments,madhya-pradesh,2021,2,TOTAL,77113464,58839392449.9937
Recharge & bill payments,madhya-pradesh,2021,2,TOTAL,46118636,17230546398.848663
Financial Services,madhya-pradesh,2021,2,TOTAL,188726,177313389.66602695
Others,madhya-pradesh,2021,2,TOTAL,526333,317753606.01156956
Merchant payments,madhya-pradesh,2021,3,TOTAL,138433772,85885669792.43228
Peer-to-peer payments,madhya-pradesh,2021,3,TOTAL,127654821,398912712886.4574
Recharge & bill payments,madhya-pradesh,2021,3,TOTAL,44437315,19025346050.627724
Financial Services,madhya-pradesh,2021,3,TOTAL,174454,180366422.58245987
Others,madhya-pradesh,2021,3,TOTAL,742972,408508699.4365407
Merchant payments,madhya-pradesh,2021,4,TOTAL,197193842,126461098235.02324
Peer-to-peer payments,madhya-pradesh,2021,4,TOTAL,159649020,507118521843.3588
Recharge & bill payments,madhya-pradesh,2021,4,TOTAL,46220966,22492766779.156635
Financial Services,madhya-pradesh,2021,4,TOTAL,247925,246488171.37792647
Others,madhya-pradesh,2021,4,TOTAL,996331,568617375.5894115
Merchant payments,madhya-pradesh,2022,1,TOTAL,237691924,143310226696.7226
Peer-to-peer payments,madhya-pradesh,2022,1,TOTAL,185008444,578201697703.7521
Recharge & bill payments,madhya-pradesh,2022,1,TOTAL,48870314,25437774564.26215
Financial Services,madhya-pradesh,2022,1,TOTAL,222923,219927120.15944034
Others,madhya-pradesh,2022,1,TOTAL,909453,495513514.75128734
Merchant payments,madhya-pradesh,2022,2,TOTAL,287616385,174183397721.35938
Peer-to-peer payments,madhya-pradesh,2022,2,TOTAL,202093283,663180522499.3412
Recharge & bill payments,madhya-pradesh,2022,2,TOTAL,54318983,29125694281.81933
Financial Services,madhya-pradesh,2022,2,TOTAL,157672,153944499.74490312
Others,madhya-pradesh,2022,2,TOTAL,713506,381178326.32090586
Merchant payments,madhya-pradesh,2022,3,TOTAL,391105651,212445928287.3991
Peer-to-peer payments,madhya-pradesh,2022,3,TOTAL,267013695,780650402034.3962
Recharge & bill payments,madhya-pradesh,2022,3,TOTAL,72148870,39132574047.51802
Financial Services,madhya-pradesh,2022,3,TOTAL,240678,236981163.63162854
Others,madhya-pradesh,2022,3,TOTAL,750665,442608716.71893203
Merchant payments,madhya-pradesh,2022,4,TOTAL,492999084,272801597092.4764
Peer-to-peer payments,madhya-pradesh,2022,4,TOTAL,325467851,984255199293.6544
Recharge & bill payments,madhya-pradesh,2022,4,TOTAL,79289399,45143248068.81734
Financial Services,madhya-pradesh,2022,4,TOTAL,286931,278304972.64702964
Others,madhya-pradesh,2022,4,TOTAL,785003,521508120.7286146
Recharge & bill payments,maharashtra,2018,1,TOTAL,9670237,2283567431.223535
Peer-to-peer payments,maharashtra,2018,1,TOTAL,5227770,18283896464.750908
Merchant payments,maharashtra,2018,1,TOTAL,616779,576964070.7366859
Financial Services,maharashtra,2018,1,TOTAL,235051,60997258.060299724
Others,maharashtra,2018,1,TOTAL,637197,506188032.9539564
Recharge & bill payments,maharashtra,2018,2,TOTAL,12384216,3725800358.6814823
Peer-to-peer payments,maharashtra,2018,2,TOTAL,7772336,30782831245.6586
Merchant payments,maharashtra,2018,2,TOTAL,1306326,1226121649.4989598
Financial Services,maharashtra,2018,2,TOTAL,262875,85545909.43528841
Others,maharashtra,2018,2,TOTAL,559987,536758077.84638786
Recharge & bill payments,maharashtra,2018,3,TOTAL,14371791,4547486090.186737
Peer-to-peer payments,maharashtra,2018,3,TOTAL,13470065,45466534003.980484
Merchant payments,maharashtra,2018,3,TOTAL,2797204,1702220875.4343855
Financial Services,maharashtra,2018,3,TOTAL,234598,52348968.006728604
Others,maharashtra,2018,3,TOTAL,664880,492227795.6386977
Peer-to-peer payments,maharashtra,2018,4,TOTAL,20824667,68974011019.10294
Recharge & bill payments,maharashtra,2018,4,TOTAL,18071025,5860865070.470685
Merchant payments,maharashtra,2018,4,TOTAL,6047705,3985195742.2480145
Financial Services,maharashtra,2018,4,TOTAL,325121,77345546.53012432
Others,maharashtra,2018,4,TOTAL,821705,621519669.4818641
Peer-to-peer payments,maharashtra,2019,1,TOTAL,37360716,97373087988.08871
Recharge & bill payments,maharashtra,2019,1,TOTAL,24540041,8256500586.651282
Merchant payments,maharashtra,2019,1,TOTAL,12069119,5172594695.5318
Financial Services,maharashtra,2019,1,TOTAL,287569,49487746.20873056
Others,maharashtra,2019,1,TOTAL,821624,569019903.8604956
Peer-to-peer payments,maharashtra,2019,2,TOTAL,42546317,130558153687.9542
Recharge & bill payments,maharashtra,2019,2,TOTAL,29395661,12197234771.434273
Merchant payments,maharashtra,2019,2,TOTAL,27854042,9728561726.767143
Financial Services,maharashtra,2019,2,TOTAL,182840,45291636.10507481
Others,maharashtra,2019,2,TOTAL,1170993,765228265.7976472
Peer-to-peer payments,maharashtra,2019,3,TOTAL,57991699,165731686168.5575
Merchant payments,maharashtra,2019,3,TOTAL,54683738,17545729507.395977
Recharge & bill payments,maharashtra,2019,3,TOTAL,34309301,15471698543.739597
Financial Services,maharashtra,2019,3,TOTAL,231467,54108447.39407451
Others,maharashtra,2019,3,TOTAL,1519376,814284077.8637518
Merchant payments,maharashtra,2019,4,TOTAL,80127804,27209874138.487556
Peer-to-peer payments,maharashtra,2019,4,TOTAL,78795871,227268054757.21698
Recharge & bill payments,maharashtra,2019,4,TOTAL,40705998,17794666215.044445
Financial Services,maharashtra,2019,4,TOTAL,129755,49622863.824426055
Others,maharashtra,2019,4,TOTAL,1501192,672210824.9770112
Merchant payments,maharashtra,2020,1,TOTAL,100337738,35200130304.82776
Peer-to-peer payments,maharashtra,2020,1,TOTAL,87067410,262541205695.8384
Recharge & bill payments,maharashtra,2020,1,TOTAL,50199498,21603565070.425602
Financial Services,maharashtra,2020,1,TOTAL,123476,91363684.1276232
Others,maharashtra,2020,1,TOTAL,1215959,558931962.876125
Peer-to-peer payments,maharashtra,2020,2,TOTAL,74295930,239933338682.6934
Recharge & bill payments,maharashtra,2020,2,TOTAL,60856480,23112343247.416145
Merchant payments,maharashtra,2020,2,TOTAL,48965388,32859184582.219048
Financial Services,maharashtra,2020,2,TOTAL,206461,211733275.7829895
Others,maharashtra,2020,2,TOTAL,466502,242917371.3033281
Peer-to-peer payments,maharashtra,2020,3,TOTAL,108436214,351555554813.2122
Merchant payments,maharashtra,2020,3,TOTAL,100808237,60171102123.94888
Recharge & bill payments,maharashtra,2020,3,TOTAL,58082283,27915727882.59293
Financial Services,maharashtra,2020,3,TOTAL,325453,333669599.61883616
Others,maharashtra,2020,3,TOTAL,658737,331024593.0721529
Merchant payments,maharashtra,2020,4,TOTAL,189845640,103804638603.74611
Peer-to-peer payments,maharashtra,2020,4,TOTAL,151741840,485747881733.823
Recharge & bill payments,maharashtra,2020,4,TOTAL,64556682,31556917821.77767
Financial Services,maharashtra,2020,4,TOTAL,398409,418399992.5395771
Others,maharashtra,2020,4,TOTAL,1078433,627692680.4078207
Merchant payments,maharashtra,2021,1,TOTAL,253043309,129493046208.15726
Peer-to-peer payments,maharashtra,2021,1,TOTAL,187021609,599213284361.7993
Recharge & bill payments,maharashtra,2021,1,TOTAL,76389103,40057211827.15962
Financial Services,maharashtra,2021,1,TOTAL,439551,492900202.68315214
Others,maharashtra,2021,1,TOTAL,966668,630909553.4508264
Merchant payments,maharashtra,2021,2,TOTAL,247194293,150864465217.02304
Peer-to-peer payments,maharashtra,2021,2,TOTAL,228551961,719859665693.5271
Recharge & bill payments,maharashtra,2021,2,TOTAL,96271138,43154405548.44597
Financial Services,maharashtra,2021,2,TOTAL,504252,536780917.0359157
Others,maharashtra,2021,2,TOTAL,1094842,699738247.6695637
Merchant payments,maharashtra,2021,3,TOTAL,390051884,216701984638.98932
Peer-to-peer payments,maharashtra,2021,3,TOTAL,296951706,890860873379.5576
Recharge & bill payments,maharashtra,2021,3,TOTAL,103943973,50242023586.056046
Financial Services,maharashtra,2021,3,TOTAL,448646,579098938.658318
Others,maharashtra,2021,3,TOTAL,1477851,873324624.1826177
Merchant payments,maharashtra,2021,4,TOTAL,540351277,305512280091.4157
Peer-to-peer payments,maharashtra,2021,4,TOTAL,361865450,1109862480618.2227
Recharge & bill payments,maharashtra,2021,4,TOTAL,105990417,58087950922.43887
Financial Services,maharashtra,2021,4,TOTAL,606265,707102765.3058928
Others,maharashtra,2021,4,TOTAL,1918093,1188658731.1175365
Merchant payments,maharashtra,2022,1,TOTAL,646277671,340240479374.36835
Peer-to-peer payments,maharashtra,2022,1,TOTAL,411989717,1274889182430.209
Recharge & bill payments,maharashtra,2022,1,TOTAL,108896881,64507860103.55089
Financial Services,maharashtra,2022,1,TOTAL,583243,677612619.2786882
Others,maharashtra,2022,1,TOTAL,1758926,1084139453.7274752
Merchant payments,maharashtra,2022,2,TOTAL,810961772,428469294407.1603
Peer-to-peer payments,maharashtra,2022,2,TOTAL,470258043,1501201968773.8115
Recharge & bill payments,maharashtra,2022,2,TOTAL,124280427,75110969246.16316
Financial Services,maharashtra,2022,2,TOTAL,490152,559321829.4503716
Others,maharashtra,2022,2,TOTAL,1542719,930827919.303539
Merchant payments,maharashtra,2022,3,TOTAL,876618082,432250721734.13074
Peer-to-peer payments,maharashtra,2022,3,TOTAL,483481713,1434565548650.9136
Recharge & bill payments,maharashtra,2022,3,TOTAL,124545840,79360150487.36568
Financial Services,maharashtra,2022,3,TOTAL,521362,571583115.6687979
Others,maharashtra,2022,3,TOTAL,1222420,831183386.4681726
Merchant payments,maharashtra,2022,4,TOTAL,1025666187,502660888415.46185
Peer-to-peer payments,maharashtra,2022,4,TOTAL,535142126,1622619308526.9614
Recharge & bill payments,maharashtra,2022,4,TOTAL,126118544,83576414221.03232
Financial Services,maharashtra,2022,4,TOTAL,620124,699276779.1906543
Others,maharashtra,2022,4,TOTAL,1228291,914951674.4842072
Recharge & bill payments,manipur,2018,1,TOTAL,50212,6463184.554711691
Peer-to-peer payments,manipur,2018,1,TOTAL,26382,115495173.55796441
Financial Services,manipur,2018,1,TOTAL,2660,412579.53985461866
Merchant payments,manipur,2018,1,TOTAL,1614,3616475.6407912206
Others,manipur,2018,1,TOTAL,3201,2058760.6368871084
Recharge & bill payments,manipur,2018,2,TOTAL,77991,11541247.784420915
Peer-to-peer payments,manipur,2018,2,TOTAL,60365,232157389.7914803
Financial Services,manipur,2018,2,TOTAL,5992,1241901.2660397931
Merchant payments,manipur,2018,2,TOTAL,4041,5366759.827729835
Others,manipur,2018,2,TOTAL,3332,2902422.6498233806
Peer-to-peer payments,manipur,2018,3,TOTAL,95204,357768750.1845896
Recharge & bill payments,manipur,2018,3,TOTAL,81323,13912990.484925149
Merchant payments,manipur,2018,3,TOTAL,7396,9180953.977358334
Financial Services,manipur,2018,3,TOTAL,2577,333081.6368315
Others,manipur,2018,3,TOTAL,2758,2135468.510417797
Recharge & bill payments,manipur,2018,4,TOTAL,113507,18898063.282383174
Peer-to-peer payments,manipur,2018,4,TOTAL,104872,562009595.9601889
Merchant payments,manipur,2018,4,TOTAL,13333,20685433.28430717
Financial Services,manipur,2018,4,TOTAL,1452,307325.2437723951
Others,manipur,2018,4,TOTAL,2946,3783141.5353601985
Peer-to-peer payments,manipur,2019,1,TOTAL,127067,619919870.7455351
Recharge & bill payments,manipur,2019,1,TOTAL,120000,22106830.369149238
Merchant payments,manipur,2019,1,TOTAL,15190,14580183.380707521
Financial Services,manipur,2019,1,TOTAL,800,174777.17283837448
Others,manipur,2019,1,TOTAL,2352,3116398.755848917
Peer-to-peer payments,manipur,2019,2,TOTAL,120153,679785849.1398683
Recharge & bill payments,manipur,2019,2,TOTAL,116500,23573234.273060285
Merchant payments,manipur,2019,2,TOTAL,18044,15996651.145700552
Financial Services,manipur,2019,2,TOTAL,387,91955.01538259834
Others,manipur,2019,2,TOTAL,2341,3342252.5754885403
Recharge & bill payments,manipur,2019,3,TOTAL,180057,36634657.049143404
Peer-to-peer payments,manipur,2019,3,TOTAL,144965,803335616.6325192
Merchant payments,manipur,2019,3,TOTAL,17683,20490224.443041254
Financial Services,manipur,2019,3,TOTAL,358,367865.7884662621
Others,manipur,2019,3,TOTAL,1945,2723638.649764262
Recharge & bill payments,manipur,2019,4,TOTAL,212136,44202546.57396081
Peer-to-peer payments,manipur,2019,4,TOTAL,211927,1123258478.445069
Merchant payments,manipur,2019,4,TOTAL,23094,30486780.446382143
Financial Services,manipur,2019,4,TOTAL,548,240641.7657683481
Others,manipur,2019,4,TOTAL,1639,2709234.857456133
Peer-to-peer payments,manipur,2020,1,TOTAL,451733,2458093401.740467
Recharge & bill payments,manipur,2020,1,TOTAL,285234,62688260.379548095
Merchant payments,manipur,2020,1,TOTAL,78067,74202067.0664826
Financial Services,manipur,2020,1,TOTAL,622,354184.4660589617
Others,manipur,2020,1,TOTAL,3145,3252467.2243867153
Peer-to-peer payments,manipur,2020,2,TOTAL,533206,2980242535.075443
Recharge & bill payments,manipur,2020,2,TOTAL,450830,107589094.29890464
Merchant payments,manipur,2020,2,TOTAL,92110,106540409.29886684
Financial Services,manipur,2020,2,TOTAL,1676,1457570.8004862315
Others,manipur,2020,2,TOTAL,5246,3106603.331810386
Peer-to-peer payments,manipur,2020,3,TOTAL,774786,4301284799.331292
Recharge & bill payments,manipur,2020,3,TOTAL,464659,113190539.14969069
Merchant payments,manipur,2020,3,TOTAL,170653,195132026.6311202
Financial Services,manipur,2020,3,TOTAL,1878,1593035.944066228
Others,manipur,2020,3,TOTAL,8192,4775719.8143366445
Peer-to-peer payments,manipur,2020,4,TOTAL,892853,5172499337.530437
Recharge & bill payments,manipur,2020,4,TOTAL,436450,114202616.34869762
Merchant payments,manipur,2020,4,TOTAL,289050,307902115.38207734
Financial Services,manipur,2020,4,TOTAL,1806,2448402.9142817147
Others,manipur,2020,4,TOTAL,7693,5172086.283260544
Peer-to-peer payments,manipur,2021,1,TOTAL,1117829,6402367883.667423
Recharge & bill payments,manipur,2021,1,TOTAL,796590,223955812.58644393
Merchant payments,manipur,2021,1,TOTAL,377280,433297594.1352152
Financial Services,manipur,2021,1,TOTAL,3398,4385333.1754908115
Others,manipur,2021,1,TOTAL,8438,6280890.914669826
Peer-to-peer payments,manipur,2021,2,TOTAL,1372821,7041837917.785187
Recharge & bill payments,manipur,2021,2,TOTAL,1187952,305103750.5728581
Merchant payments,manipur,2021,2,TOTAL,510734,531484849.4914169
Financial Services,manipur,2021,2,TOTAL,4165,4256098.232237183
Others,manipur,2021,2,TOTAL,10603,7145346.314942012
Peer-to-peer payments,manipur,2021,3,TOTAL,1819423,9134806594.52819
Recharge & bill payments,manipur,2021,3,TOTAL,1368584,367664440.53237265
Merchant payments,manipur,2021,3,TOTAL,735707,889317377.086526
Financial Services,manipur,2021,3,TOTAL,3460,5625517.975461649
Others,manipur,2021,3,TOTAL,14222,9447098.78230339
Peer-to-peer payments,manipur,2021,4,TOTAL,2199970,10998828287.529043
Recharge & bill payments,manipur,2021,4,TOTAL,1451488,412791673.8037664
Merchant payments,manipur,2021,4,TOTAL,1013985,1229517397.4561875
Financial Services,manipur,2021,4,TOTAL,4671,5941100.580610943
Others,manipur,2021,4,TOTAL,17325,11393578.842227157
Peer-to-peer payments,manipur,2022,1,TOTAL,2517626,12169368063.4095
Recharge & bill payments,manipur,2022,1,TOTAL,1528476,469035958.34841275
Merchant payments,manipur,2022,1,TOTAL,1247205,1489604137.2090888
Financial Services,manipur,2022,1,TOTAL,4878,6057615.527015026
Others,manipur,2022,1,TOTAL,15494,10435303.87979853
Peer-to-peer payments,manipur,2022,2,TOTAL,2843426,12704512238.809605
Merchant payments,manipur,2022,2,TOTAL,1709547,1757831052.0706987
Recharge & bill payments,manipur,2022,2,TOTAL,1533778,448637966.718931
Financial Services,manipur,2022,2,TOTAL,4069,4753628.558008127
Others,manipur,2022,2,TOTAL,14812,7175748.992065379
Peer-to-peer payments,manipur,2022,3,TOTAL,3127266,12927705072.13747
Merchant payments,manipur,2022,3,TOTAL,1829741,2010460357.0881667
Recharge & bill payments,manipur,2022,3,TOTAL,1379911,432182393.84038734
Financial Services,manipur,2022,3,TOTAL,4524,4671353.405444902
Others,manipur,2022,3,TOTAL,11300,6411090.828254536
Peer-to-peer payments,manipur,2022,4,TOTAL,3259645,13133729481.472115
Merchant payments,manipur,2022,4,TOTAL,1828984,2074698993.4220653
Recharge & bill payments,manipur,2022,4,TOTAL,1325391,406031254.0798015
Financial Services,manipur,2022,4,TOTAL,4691,5754919.963910458
Others,manipur,2022,4,TOTAL,9959,5742049.403589871
Recharge & bill payments,meghalaya,2018,1,TOTAL,31857,6028476.149090356
Peer-to-peer payments,meghalaya,2018,1,TOTAL,13274,55943496.515886314
Merchant payments,meghalaya,2018,1,TOTAL,1605,2395888.4397623385
Financial Services,meghalaya,2018,1,TOTAL,532,144318.2545571151
Others,meghalaya,2018,1,TOTAL,2303,1738080.43060439
Recharge & bill payments,meghalaya,2018,2,TOTAL,42625,9657896.164724296
Peer-to-peer payments,meghalaya,2018,2,TOTAL,19894,101140464.66239843
Merchant payments,meghalaya,2018,2,TOTAL,2929,3663446.436220131
Financial Services,meghalaya,2018,2,TOTAL,592,580648.3434132106
Others,meghalaya,2018,2,TOTAL,1817,1962212.2350756058
Recharge & bill payments,meghalaya,2018,3,TOTAL,60625,14231601.453371253
Peer-to-peer payments,meghalaya,2018,3,TOTAL,40832,187460582.05754715
Merchant payments,meghalaya,2018,3,TOTAL,5802,5458930.689379572
Financial Services,meghalaya,2018,3,TOTAL,748,552674.5783359876
Others,meghalaya,2018,3,TOTAL,2283,2149872.755760235
Recharge & bill payments,meghalaya,2018,4,TOTAL,82962,18100891.637344178
Peer-to-peer payments,meghalaya,2018,4,TOTAL,58952,301941442.7059927
Merchant payments,meghalaya,2018,4,TOTAL,15768,14434314.193342488
Financial Services,meghalaya,2018,4,TOTAL,763,190875.18848979956
Others,meghalaya,2018,4,TOTAL,2687,2918155.2795046642
Recharge & bill payments,meghalaya,2019,1,TOTAL,98817,23006751.795504905
Peer-to-peer payments,meghalaya,2019,1,TOTAL,90694,358932132.1046898
Merchant payments,meghalaya,2019,1,TOTAL,16073,14297275.230527855
Financial Services,meghalaya,2019,1,TOTAL,659,62335.064750311045
Others,meghalaya,2019,1,TOTAL,2498,2738667.957962149
Recharge & bill payments,meghalaya,2019,2,TOTAL,108812,27248605.429233357
Peer-to-peer payments,meghalaya,2019,2,TOTAL,97407,446537199.17356837
Merchant payments,meghalaya,2019,2,TOTAL,22588,15600927.006629137
Financial Services,meghalaya,2019,2,TOTAL,460,106800.75308155928
Others,meghalaya,2019,2,TOTAL,3019,3437756.744766518
Recharge & bill payments,meghalaya,2019,3,TOTAL,155949,38916251.42165714
